 HTC,3.5mm_jack,3g_capable,4g_capable,QWERTY_physical_keyboard,SIM_card_quantity,SIM_type,Unnamed: 76,additional_features,alert_types,audio_connectors,audio_time,auto_focus,band_mode,battery_type,bluetooth,bluetooth_type,body_material,box,brand,browser,browser_type,bundled_items,camera_features,camera_flash,camera_type,card_slot,cellular,charger_and_cable,charger_connection_type,chipset,color,computer_operating_system,condition,connectivity,contract,depth,design,digital_camera,dimensions,display_color,display_format,display_protection,display_resolution,display_size,display_technology,display_type,edge,email,english_firmware,entry_number,front_cam_resolution,front_camera,global_ready,gprs,gps,gps_type,gpu,headphones_included,hearing_aid_compatible,height,infrared_port,java,keypad_type,language,launch_date,launch_status,manufacturer,manufacturer_origin,memory,messaging,modelnum,mp3_player,mpn,multitouch,network_generation,network_speed,network_technology,nfc,no_bundled_items,normalized_product_name,package_weight,phone_carrier,phone_type,ports,processor_type,product_code,product_gtin,product_type,radio,ram,rear_cam_resolution,rear_camera,sensors,software,speakerphone,standby_time,supported_audio_formats,supported_picture_formats,tagline,talk_time,touch_screen,touchscreen_type,usb,user_manual,video_quality,warranty,water_resistance,wattage,weight,width,wifi,wireless_charging,wlan
[],[],[],[],[],[],[],[],"[""3G Data Capable, Bluetooth Enabled, GPS, Internet Browser, Music Player, Speakerphone, Touchscreen, Wi-Fi Capable""]",[],[],[],[],[],[],[],[],[],[],"[""Apple""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""iOS""]","[""Unlocked""]",[],"[""Without Contract""]",[],"[""Bar""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""30"", ""115""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""8GB""]",[],[],[],[],[],[],[],[],[],[],iphone 4s 8gb,[],[],"[""4s "", ""Apple iPhone""]",[],[],[],"[""885909832774 ""]",[],[],[],"[""8.0 MP""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],"[""Single SIM""]","[""Nano SIM""]",[],[],[],[],"[""40.0""]",[],[],"[""Rechargeable Li-Ion Battery"", ""Rechargeable lithium ion""]","[""Yes"", ""Y""]",[],[],"[""Yes""]","[""Apple""]","[""Yes""]",[],"[""iPhone 5s with iOS 7, Apple EarPods with Remote and Mic, Lightning to USB Cable, USB Power Adapter, Documentation""]",[],[],[],"[""No""]",[],"[""Yes"", ""Y""]","[""Apple lightning""]","[""Apple A7 with 64-bit architecture and M7 motion coprocessor""]","[""Silver"", ""Gold"", ""Space Gray"", ""Gray""]","[""iOS - Apple"", ""iOS7""]","[""Good"", ""Excellent""]",[],[],"[""0.3 in."", ""0.76\ufffdCentimetre""]","[""Bar""]","[""Yes"", ""Y""]","["" \t6.0 x 2.5 x 2.5 ""]",[],[],[],"[""1136 x 640 pixels""]","[""4\""""]","[""Retina""]","[""Multi-touch widescreen Retina HD LED-backlit""]",[],"[""Yes""]",[],"[""33"", ""34"", ""35"", ""36"", ""37"", ""57"", ""59""]","[""1.2MP""]","[""Y""]",[],[],"[""Yes""]",[],[],"[""Y""]",[],"[""4.87 in."", ""12.38\ufffdCentimetre""]",[],[],"[""Touchscreen""]",[],"[""41556"", ""09.10.2013"", ""9/10/2013""]",[],[],[],"[""16GB""]",[],[],"[""Y""]","[""ME306LL/A"", ""ME352LL/A"", ""ME296LL/A"", ""ME350LL/A""]",[],"[""2G, 3G, 4G"", ""4G""]",[],"[""GSM/EDGE 850/900/1800/1900 UMTS/HSPA+/DC-HSDPA 850/900/1700/1900/2100 LTE 1/2/3/4/5/8/13/17/19/20/25"", ""GSM/EDGE 850/900/1800/1900; CDMA EV-DO Rev. A and Rev. B 800/1700/1900/2100; UMTS/HSPA+/DC-HSDPA 850/900/1700/1900/2100; LTE 1/2/3/4/5/8/13/17/18/19/20/25/26""]","[""N""]","[""Yes""]",iphone 5s 16gb,"[""1.1""]","[""AT&T"", ""Sprint"", ""Factory Unlocked"", ""Tesco Mobile""]","[""5s""]",[],[],[],"[""885909727452"", ""885909727919"", ""783583637732"", ""885909727896""]","[""Smartphone"", ""Smart phone""]","[""N""]","[""1GB""]","[""8.0MP"", ""8 MP""]","[""Y""]","[""Gyro""]",[],"[""Yes""]","[""Up to 250 hr"", ""250""]",[],[],[],"[""Up to 600 min"", ""10""]","[""Yes"", ""Y""]",[],[],[],"[""1080p (Full HD)""]",[],"[""N""]","[""1560 mAh"", ""1570""]","[""3.95 oz"", ""0.11\ufffdKilogram""]","[""2.31 in."", ""5.86\ufffdCentimetre""]","[""Y""]","[""N""]","[""QuadBand""]"
[],[],[],[],"[""No""]","[""See description for details."", ""Nano SIM""]","[""Nano SIM""]",[],"[""3G Data Capable, 4G Data Capable, Air Gesture, Fingerprint Sensor, Global Ready, GPS, Internet Browser, Music Player, Near Field Communication, Push to Talk, Speakerphone, Touchscreen, Wi-Fi Capable, Wireless Charging"", ""3G Data Capable, 4G Data Capable, Bluetooth Enabled, GPS, Internet Browser, Music Player, Speakerphone, Touchscreen, Wi-Fi Capable""]",[],"[""3.5mm jack""]",[],"[""Yes""]","[""GSM 850/900/1800/1900 CDMA 800/1900 UMTS 850/900/1900/2100 FDD LTE 700/800/850/1700/1900/2100 TDD LTE 2500"", ""EDGE/GSM 850/900/1800/1900 CDMA/1xEVDO Rev. A 800/1900 LTE 700/850/1800""]","[""Lithium Ion Battery"", ""Non-removable Li-Ion Battery""]","[""Yes""]","[""Bluetooth v4.1, A2DP, LE, apt-X"", ""Bluetooth v4.1""]",[],[],"[""Samsung""]",[],[],[],[],"[""LED""]",[],[],[],[],[],[],"[""Black Sapphire"", ""White"", ""Gold Platinum""]","[""Android 5.0 Lollipop"", ""Android 5.0"", ""Android""]","[""Carrier Locked"", ""Network Locked"", ""New""]","[""NFC, Infrared port""]","[""Without Contract""]",[],"[""Bar Phones"", ""Bar""]","[""Yes""]","[""5.65\"" x 2.78\"" x 0.27\""""]","[""16M""]","[""AMOLED"", ""Super AMOLED""]",[],"[""577 ppi""]","[""5.1\""""]","[""Quad HD Super AMOLED""]",[],[],"[""Yes""]",[],"[""38"", ""40"", ""189"", ""190"", ""191""]","[""5 MP""]",[],[],[],"[""Yes""]","[""A-GPS, GLONASS, Beidou"", ""A-GPS, GLONASS, BeiDou""]","[""Exynos 7420""]",[],[],[],[],[],[],[],[],[],[],[],"[""32GB""]","[""iMessage, SMS, MMS, Email, Push Email"", ""SMS, MMS, Email, Push Email, IM""]",[],[],"[""SM-G920TZKAXAR"", ""G920A 32GB WHITE"", ""SM-G920PZKASPR"", ""SM-G920PZDASPR"", ""SM-G920VZKAVZW""]",[],"[""2G"", "" 2G"", ""2G, 3G, 4G""]",[],"[""HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps""]",[],[],samsung galaxy s6 32gb,[],"[""GSM compatible."", ""Sprint"", ""Verizon""]","[""Galaxy S6"", ""SM-G920P"", ""SM-G920V""]",[],"[""Double Quad-Core"", ""Octa-core""]",[],[],"[""Smartphone""]",[],"[""3GB""]","[""16.0 MP"", ""16.0MP""]",[],"[""Accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2"", ""Accelerometer, ambient light sensor, proximity sensor, digital compass, barometer, gyro sensor, hall sensor, heart rate""]","[""MP4/DivX/XviD/WMV/H.264 player Photo/video editor Document editor""]","[""Yes""]",[],"[""MP3, WAV ringtones MP3/WAV/WMA/eAAC+/FLAC player"", ""WAV, WMA, AAC, Ogg Vorbis, AMR, MP3, FLAC, XMF, AAC +, OGG, eAAC+, MIDI, M4A, apt-X""]",[],"["" Fingerprint sensor (PayPal certified) Samsung Pay (Visa, MasterCard certified) Corning Gorilla Glass 4 TouchWiz UI Geo-tagging, touch focus, face detection, Auto HDR, panorama Wireless charging (Qi/PMA) - market dependent ANT+ support S-Voice natural language commands and dictation Smart stay OneDrive (115 GB cloud storage) Active noise cancellation with dedicated mic"", "" Infrared remote control S Finder Private Mode Ultra Power Saving Mode Download booster Quick connect  Adaptive Fast Charging SoundAlive""]","[""Up to 23 hour(s) (3G)"", ""Up to 17 hour(s)""]","[""Yes""]","[""Capacitive touchscreen"", ""Multi-touch""]","[""microUSB v2.0""]",[],"[""2160p""]",[],[],"[""2550mAh"", ""2550 mAh""]","[""4.87 oz.""]",[],"[""Yes""]",[],"[""Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot""]"
[],[],[],[],[],[],"[""Nano SIM""]",[],"[""4G Data Capable, 4K Video Recording, Fingerprint Sensor, Global Ready, Internet Browser, Music Player, Push to Talk, Speakerphone, Voice-Activated Dialing, Wireless Charging""]",[],"[""3.5mm jack""]","[""60.0""]","[""Yes""]",[],"[""Non-removable Li-Ion Battery"", ""Rechargeable lithium ion""]","[""Yes""]","[""Bluetooth v4.2, A2DP, LE, apt-X"", ""Y""]",[],[],"[""Samsung""]","[""Yes""]",[],"[""Handset with Integrated Battery, Travel Adapter, Data Cable, Ejector Pin, Headset, Quick Start Guide, Warranty Card"", ""Adaptor, Cable""]",[],"[""LED""]",[],"[""Single SIM""]","[""4G (LTE ) Bands""]","[""Y""]","[""microUSB""]",[],"[""Gold"", ""Black"", ""Gold Platinum"", ""Black Sapphire""]","[""Android 5.1 Lollipop"", ""computer_operating_system"", ""Android""]","[""Factory Unlocked""]","[""NFC""]","[""Without Contract""]","[""0.69\ufffdCentimetre"", ""0.27 in.""]","[""Bar Phones""]","[""Y"", ""Yes""]","[""6.08\"" x 2.98\"" x 0.27\""""]","[""16M""]","[""Super AMOLED""]",[],"[""518 ppi"", ""2560 x 1440 pixels""]","[""5.7\"""", ""5.7""]","[""Super Amoled""]","[""Quad HD (2560x1440) 518ppi""]",[],"[""Yes""]",[],"[""39"", ""41"", ""73"", ""74"", ""85"", ""95"", ""97"", ""98"", ""187"", ""188""]","[""5 MP, 1440p"", ""5MP""]","[""Y""]",[],[],"[""Yes""]","[""A-GPS, GLONASS, Beidou""]","[""Exynos 7420""]","[""Y""]",[],"[""15.4\ufffdCentimetre"", ""6.07 in.""]",[],[],"[""Touchscreen""]",[],[],[],"[""Korea, Republic of""]","[""Korea, Republic of""]","[""32GB"", ""64GB""]","[""SMS, MMS, Email, Push Email, IM""]","[""SM-G928""]","[""Y""]","[""G928G 32GB GOLD"", ""SM-G928TZDATMB"", ""SM-G928AZKEATT"", ""SM-G928C Black"", ""SM-G928V""]",[],"[""4G""]",[],"[""GPRS, EDGE, HSDPA, LTE, Wi-Fi"", ""QuadBand""]","[""Y""]",[],samsung galaxy s6 edge+,[],"[""SIM Free"", ""T-Mobile"", ""AT&T""]","[""Galaxy S6 Edge+"", ""Samsung Galaxy S6 edge+"", ""Galaxy S6 edge+""]",[],"[""Quad-core 1.5 GHz Cortex-A53 & Quad-core 2.1 GHz Cortex-A57, Mali-T760MP8 GPU"", ""Exynos 7 Octa"", ""2.1 GHz Octa Core"", ""Octa Core""]",[],[],"[""Smart phone"", ""Smartphone""]","[""N""]","[""4GB""]","[""16.0 MP"", ""16 MP"", ""16.0MP"", ""16 MP autofocus, LED flash""]","[""Y""]","[""Accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2"", ""Accelerometer""]",[],"[""Yes""]","[""-""]","[""MP3/WAV/WMA/eAAC+/FLAC player""]",[],"[""Corning Gorilla Glass 4 back panel Fingerprint sensor (PayPal certified) Samsung Pay (Visa, MasterCard certified) Corning Gorilla Glass 4 TouchWiz UI Curved edge screen Browser""]","[""21""]","[""Y"", ""Yes""]","[""Capacitive touchscreen""]","[""microUSB v2.0""]",[],"[""2160p"", ""2160p (4k Ultra HD)""]",[],[],"[""3000mAh"", ""3000"", ""3000 mAh""]","[""5.40 oz."", ""0.16\ufffdKilogram"", ""5.39 oz""]","[""7.58\ufffdCentimetre"", ""2.98 in.""]","[""Yes"", ""Y""]","[""Y""]","[""Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot"", ""4G""]"
[],[],[],[],[],[],"[""Nano SIM""]",[],"[""3G/4G/LTE Data Capable, For Samsung Galaxy S6 Edge G925F Version, 3G Data Capable, 4G Data Capable, Air Gesture, Bluetooth Enabled, Fingerprint Sensor, Global Ready, GPS, Internet Browser, Music Player, Speakerphone, Touchscreen, Wi-Fi Capable""]",[],"[""3.5mm jack""]",[],"[""Yes""]",[],"[""Non-removable Li-Ion Battery""]",[],"[""Bluetooth v4.1, A2DP, LE, apt-X""]",[],[],"[""Samsung""]",[],[],"[""Case""]",[],"[""LED""]",[],[],[],[],[],[],"[""Black"", ""White""]","[""Android v5.0.2 (Lollipop)"", ""Android OS, v5.0.2 (Lollipop)""]","[""Factory Unlocked""]","[""NFC""]","[""Without Contract""]",[],"[""Bar Phones"", ""Bar""]",[],"[""5.59\"" x 2.76\"" x 0.28\""""]","[""16M""]","[""Super AMOLED Curved Edge""]",[],"[""518 ppi""]","[""5.1\""""]",[],[],[],[],[],"[""42"", ""43"", ""44"", ""91"", ""92"", ""100""]","[""5 MP""]",[],[],[],[],"[""A-GPS, GLONASS, Beidou""]","[""Exynos 7420""]",[],[],[],[],[],[],[],[],[],[],[],"[""64GB""]","[""SMS, MMS, Email, Push Email, IM""]",[],[],"[""G925A 64GB BLK"", ""G925F""]",[],"[""2G""]",[],"[""GPRS, EDGE, HSDPA, LTE, Wi-Fi""]",[],[],samsung galaxy s6 edge 64gb,[],"[""Factory Unlocked GSM T-Mobile AT&T etc."", ""AT&T""]","[""Galaxy S6 Edge"", ""Samsung Galaxy S6 Edge"", ""S""]",[],"[""Octa-core"", ""Octa-core 1.5GH""]","[""690443857721""]",[],[],[],"[""3GB""]","[""16.0 MP"", ""16.0MP""]",[],"[""Accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2""]",[],[],[],"[""MP3/WAV/WMA/eAAC+/FLAC player""]",[],"[""Browser""]","[""Up to 18 hour(s) (3G)""]",[],"[""Capacitive touchscreen""]","[""microUSB v2.0""]",[],"[""2160p""]",[],[],"[""2600mAh""]","[""4.66 oz.""]",[],"[""Yes""]",[],"[""Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot""]"
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Apple""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""iOS - Apple""]","[""Factory Unlocked""]",[],[],[],"[""Bar""]",[],[],[],[],[],[],"[""4\""""]",[],[],[],[],[],"[""46""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""China""]",[],[],[],[],[],[],[],[],"[""GSM UNLOCKED""]",[],[],iphone 5s 16gb;iphone 5s 32gb;iphone 5s 64gb,[],"[""Unlocked""]","[""iPhone""]",[],[],[],[],[],[],[],"[""8.0MP""]",[],[],[],[],[],[],[],"[""3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Internet Browser, Music Player, Push to Talk, QWERTY Keyboard, Speakerphone, Touchscreen, Voice-Activated Dialing, Wi-Fi Capable""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Rechargeable Li-Ion Battery""]","[""Yes""]",[],[],"[""Yes""]","[""Apple""]","[""Yes""]",[],[],[],[],[],[],[],"[""Yes""]",[],[],"[""Black & Slate"", ""White & Silver""]",[],"[""Excellent""]",[],[],"[""0.3 in.""]","[""Bar""]","[""Yes""]",[],[],[],[],"[""1136 x 640 pixels""]","[""4\""""]","[""Retina""]",[],[],"[""Yes""]",[],"[""48"", ""49""]",[],[],[],[],"[""Yes""]",[],[],"[""Yes""]",[],"[""4.87 in.""]",[],[],[],[],"[""9/12/2012""]",[],[],[],"[""32GB""]",[],[],[],"[""MD636LL/A"", ""MD661LL/A""]",[],"[""2G, 3G, 4G""]",[],"[""GSM/EDGE 850/900/1800/1900 UMTS/HSPA+ / DC-HSDPA 850/900/1900/2100 LTE 4/17"", ""GSM/EDGE 850/900/1800/1900 CDMA EV-DO Rev. A and Rev. B 800/1900/2100 UMTS/HSPA+/DC-HSDPA 850/900/1900/2100 LTE 1/3/5/13/25""]",[],[],iphone 5 32gb,[],"[""AT&T"", ""Sprint""]","[""5""]",[],[],[],"[""492550200441, 885909599653, 885909599691"", ""885909600144""]","[""Smartphone""]",[],[],"[""8.0MP""]",[],[],[],"[""Yes""]","[""Up to 225 hr""]",[],[],[],"[""Up to 480 min""]","[""Yes""]",[],[],[],[],[],[],"[""1440 mAh""]","[""3.95 oz""]","[""2.31 in.""]",[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Yes""]",[],[],[],"[""Apple""]","[""Yes""]",[],"[""Adapter, Cable, Car Charger, Case""]",[],[],[],[],[],[],[],[],"[""Space Gray"", ""Gold""]","[""iOS - Apple"", ""iOS 8, UPGRADABLE TO iOS 8.4""]","[""Network Unlocked""]",[],[],"[""0.27 in.""]","[""Smartphone"", ""Bar""]","[""Yes""]",[],[],[],[],"[""1334x750""]","[""4.7\""""]","[""Retina HD""]",[],[],"[""Yes""]",[],"[""50"", ""54""]",[],[],[],[],"[""Yes""]",[],[],[],[],"[""5.44 in.""]",[],[],[],[],[],[],[],[],"[""128GB""]",[],[],[],"[""MG602LL/A""]",[],"[""2G, 3G, 4G""]",[],"[""GSM/EDGE 850/900/1800/1900 CDMA EV-DO Rev. A and Rev. B 800/1700/1900/2100 UMTS/HSPA+/DC-HSDPA 850/900/1700/1900/2100 LTE 1/2/3/4/5/7/8/13/17/19/20/25/26/28/29"", ""GSM/EDGE 850/900/1800/1900 UMTS/HSPA+/DC-HSDPA 850/900/1700/1900/2100 LTE 1/2/3/4/5/7/8/13/17/18/19/20/25/26/28/29""]",[],[],iphone 6 128gb,[],"[""Verizon"", ""Unlocked""]","[""6""]",[],[],[],"[""885909950959"", ""715660702897""]","[""Smartphone""]",[],"[""1GB""]","[""8.0MP""]",[],[],[],"[""Yes""]",[],[],[],"[""3G Data Capable, 4G Data Capable, Bluetooth Enabled, Fingerprint Sensor, Global Ready, GPS, Internet Browser, Music Player, Speakerphone, Touchscreen, TTY Compatible, Wi-Fi Capable""]",[],"[""Yes""]",[],[],[],[],[],[],"[""1810 mAh""]","[""4.55 oz""]","[""2.64 in.""]",[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Yes""]",[],[],[],"[""Apple""]","[""Yes""]",[],[],[],[],[],[],[],[],[],[],"[""Space Gray"", ""Gold""]","[""iOS - Apple"", ""iOS 8, UPGRADABLE TO iOS 8.4""]","[""Network Unlocked""]",[],[],"[""0.27 in.""]","[""Touch Screen"", ""Bar""]","[""Yes""]",[],[],[],[],"[""1334x750""]","[""4.7\""""]","[""Retina HD""]",[],[],"[""Yes""]",[],"[""51"", ""53"", ""202""]",[],[],[],[],"[""Yes""]",[],[],[],[],"[""5.44 in.""]",[],[],[],[],[],[],[],[],"[""64GB""]",[],[],[],"[""MG4F2LL/A""]",[],"[""2G, 3G, 4G""]",[],"[""GSM/EDGE 850/900/1800/1900 CDMA EV-DO Rev. A and Rev. B 800/1700/1900/2100 UMTS/HSPA+/DC-HSDPA 850/900/1700/1900/2100 TD-SCDMA 1900/2000 FDD-LTE 1/2/3/4/5/7/8/13/17/19/20/25/26/28/29 TD-LTE 38/39/40/41"", ""GSM/EDGE 850/900/1800/1900 UMTS/HSPA+/DC-HSDPA 850/900/1700/1900/2100 LTE 1/2/3/4/5/7/8/13/17/18/19/20/25/26/28/29""]",[],[],iphone 6 64gb,[],"[""Factory Unlocked"", ""Unlocked""]","[""6""]",[],"[""Dual Core""]",[],"[""712201431698"", ""715660702866""]","[""Smartphone""]",[],"[""1GB""]","[""8.0MP""]",[],[],[],"[""Yes""]",[],[],[],[],[],"[""Yes""]",[],[],[],[],[],[],"[""1810 mAh""]","[""4.55 oz""]","[""2.64 in.""]",[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],"[""GSM/EDGE 850/900/1800/1900 UMTS/HSPA+/DC-HSDPA 850/900/1700/1900/2100 LTE 1/2/3/4/5/7/8/13/17/18/19/20/25/26/28/29""]",[],"[""Yes""]",[],[],"[""Yes""]","[""Apple""]","[""Yes""]",[],"[""Yes""]",[],[],[],[],[],[],[],[],"[""Space Gray"", ""Gold"", ""Silver""]","[""iOS - Apple""]","[""Network Unlocked"", ""Used"", ""Excellent"", ""Factory Unlocked"", ""Poor"", ""For parts or not working""]",[],"[""Without Contract""]","[""0.27 in.""]","[""Bar""]","[""Yes""]",[],[],[],[],"[""1334x750""]","[""4.7\""""]","[""Retina HD""]",[],[],"[""Yes""]",[],"[""52"", ""141"", ""142"", ""143"", ""144"", ""145"", ""146"", ""147"", ""148"", ""161""]",[],[],[],[],"[""Yes""]",[],[],[],[],"[""5.44 in.""]",[],[],[],[],[],[],[],[],"[""16GB""]",[],[],[],"[""MG542LL/A"", ""MG4Q2LL/A"", ""MG4P2LL/A""]",[],"[""2G, 3G, 4G""]",[],"[""GSM/EDGE 850/900/1800/1900 UMTS/HSPA+/DC-HSDPA 850/900/1700/1900/2100 LTE 1/2/3/4/5/7/8/13/17/18/19/20/25/26/28/29"", ""GSM / EDGE / UMTS / HSPA+ / DC-HSDPA / LTE""]",[],[],iphone 6 16gb,[],"[""T-Mobile"", ""AT&T""]","[""6"", ""iPhone 6""]",[],[],[],"[""885909950744"", ""885909950669""]","[""Smartphone""]",[],[],"[""8.0MP""]",[],[],[],"[""Yes""]",[],[],[],"[""3G Data Capable, 4G Data Capable, Air Gesture, Bluetooth Enabled, Dual-Lens Camera, Dual SIM, Fingerprint Sensor, Global Ready, GPS, High Capacity Battery (5000 mAh or More), Internet Browser, Iris Scanning, Music Player, Near Field Communication, Push to Talk, QWERTY Keyboard, Speakerphone, Touchscreen, TTY Compatible, Voice-Activated Dialing, Waterproof, Wi-Fi Capable, Wireless Charging""]",[],"[""Yes""]",[],[],[],[],[],[],"[""1810 mAh""]","[""4.55 oz""]","[""2.64 in.""]",[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],"[""GSM/EDGE 850/900/1800/1900 CDMA EV-DO Rev. A and Rev. B 800/1700/1900/2100 UMTS/HSPA+/DC-HSDPA 850/900/1700/1900/2100 LTE 1/2/3/4/5/7/8/13/17/19/20/25/26/28/29""]",[],"[""Yes""]",[],[],[],"[""Apple""]","[""Yes""]",[],[],[],[],[],[],[],[],[],[],"[""Gold""]",[],"[""Network Unlocked"", ""New""]",[],[],"[""0.28 in.""]",[],"[""Yes""]",[],[],[],[],"[""1920 x 1080""]","[""5.5\""""]","[""Retina HD""]",[],[],"[""Yes""]",[],"[""55"", ""140""]",[],[],[],[],"[""Yes""]",[],[],[],[],"[""6.22 in.""]",[],[],[],[],[],[],[],[],"[""16GB""]",[],[],[],"[""MGCM2LL/A""]",[],"[""2G, 3G, 4G""]",[],"[""GSM / EDGE / CDMA EV-DO Rev. A and Rev. B / UMTS / HSPA+ / DC-HSDPA / LTE""]",[],[],iphone 6 plus 16gb,[],"[""Without Contract"", ""Verizon""]","[""Apple iPhone 6 Plus - 16GB - Gold (Verizon)"", ""6 Plus""]",[],[],[],"[""885909971541""]","[""Smartphone""]",[],[],"[""8.0MP""]",[],[],[],"[""Yes""]",[],[],[],"[""4G Data Capable, Bluetooth Enabled, Fingerprint Sensor, GPS, Internet Browser, Music Player, Push to Talk, Speakerphone, Touchscreen, Wi-Fi Capable""]",[],"[""Yes""]",[],[],[],[],[],[],"[""2915 mAh""]","[""6.07 oz""]","[""3.06 in.""]",[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Rechargeable Li-Ion Battery""]","[""Yes""]",[],[],[],"[""Apple""]","[""Yes""]",[],[],[],[],[],[],"[""GSM/EDGE 850/900/1800/1900; CDMA EV-DO Rev. A and Rev. B 800/1700/1900/2100; UMTS/HSPA+/DC-HSDPA 850/900/1700/1900/2100; LTE 1/2/3/4/5/8/13/17/19/20/25""]",[],[],[],"[""Green""]",[],"[""Used""]",[],[],"[""0.35 in.""]","[""Bar""]","[""Yes""]",[],[],[],[],"[""1136 x 640 pixels""]","[""4\""""]","[""Retina""]",[],[],"[""Yes""]",[],"[""56"", ""123""]",[],[],[],[],"[""Yes""]",[],[],[],[],"[""4.9 in.""]",[],[],[],[],"[""9/10/2013""]",[],[],[],"[""16GB""]",[],[],[],"[""ME556LL/A""]",[],"[""2G, 3G, 4G""]",[],"[""GSM / EDGE / CDMA EV-DO Rev. A and Rev. B / UMTS / HSPA+ / DC-HSDPA / LTE""]",[],[],iphone 5c 16gb,[],"[""Verizon""]","[""5c""]",[],[],"[""885909741762""]",[],"[""Smartphone""]",[],[],"[""8.0MP""]",[],[],[],"[""Yes""]","[""Up to 250 hr""]",[],[],[],"[""Up to 600 min""]","[""Yes""]",[],[],[],[],[],[],"[""1510 mAh""]","[""4.65 oz""]","[""2.33 in.""]",[],[],[]
[],[],[],[],[],"[""Single SIM""]","[""Nano SIM""]",[],[],[],[],"[""50.0""]",[],[],"[""Lithium polymer""]","[""Y""]",[],[],[],[],[],[],"[""iPhone 6 Plus with iOS 8, Apple EarPods with Remote and Mic, Lightning to USB Cable, USB Power Adapter, Documentation""]",[],[],[],"[""No""]",[],"[""Y""]","[""Apple lightning""]","[""Apple A8. Dual-core 1.4 GHz Cyclone (ARM v8-based)""]","[""Grey""]","[""iOS 8""]",[],[],[],"[""7.0\ufffdMillimetre""]",[],"[""Y""]",[],[],[],[],[],"[""4.7\""""]",[],"[""LCD""]",[],[],[],"[""60""]","[""1.3""]","[""Y""]",[],[],[],[],[],"[""Y""]",[],"[""138.0\ufffdMillimetre""]",[],[],"[""Touchscreen""]",[],[],[],[],[],"[""16GB""]",[],[],"[""Y""]",[],[],"[""4G ready""]",[],[],"[""Y""]",[],iphone 6 plus,[],"[""Tesco Mobile""]",[],[],[],[],[],"[""Smart phone""]","[""N""]","[""1GB""]","[""8""]","[""Y""]","[""Barometer""]",[],[],"[""384""]",[],[],[],"[""24""]","[""Y""]",[],[],[],"[""1080p (Full HD)""]",[],"[""N""]","[""2915""]","[""129.0\ufffdGram""]","[""5.86\ufffdMillimetre""]","[""Y""]","[""N""]","[""QuadBand""]"
[],[],[],[],[],"[""Single SIM""]","[""Nano SIM""]",[],[],[],[],"[""50.0""]",[],[],"[""Lithium polymer""]","[""Y""]",[],[],[],[],[],[],"[""iPhone 6 with iOS 8, Apple EarPods with Remote and Mic, Lightning to USB Cable, USB Power Adapter, Documentation""]",[],[],[],"[""No""]",[],"[""Y""]","[""Apple lightning""]","[""Apple A8. Dual-core 1.4 GHz Cyclone (ARM v8-based)""]","[""Silver""]","[""iOS 8""]",[],[],[],"[""7.0\ufffdMillimetre""]",[],"[""Y""]",[],[],[],[],[],"[""4.7\""""]",[],"[""LCD""]",[],[],[],"[""61""]","[""1.3""]","[""Y""]",[],[],[],[],[],"[""Y""]",[],"[""138.0\ufffdMillimetre""]",[],[],"[""Touchscreen""]",[],[],[],[],[],"[""16GB""]",[],[],"[""Y""]",[],[],"[""4G ready""]",[],[],"[""Y""]",[],iphone 6,[],"[""Tesco Mobile""]",[],[],[],[],[],"[""Smart phone""]","[""N""]","[""1GB""]","[""8""]","[""Y""]","[""Barometer""]",[],[],"[""250""]",[],[],[],"[""14""]","[""Y""]",[],[],[],"[""1080p (Full HD)""]",[],"[""N""]","[""1810""]","[""129.0\ufffdGram""]","[""67.0\ufffdMillimetre""]","[""Y""]","[""N""]","[""QuadBand""]"
