19	2	18	67	74	94	2000	5000	8002
"[""Fox Sparrow"", ""Fox Sparrow"", ""Fox sparrow"", ""Fox Sparrow"", ""FOX SPARROW"", NaN, NaN, NaN, ""Fox sparrow"", NaN, NaN, ""Fox Sparrow"", ""Fox Sparrow"", ""Fox Sparrow"", ""FOX SPARROW""]"		"[""Passerella iliaca"", ""Passerella iliaca"", ""Passerella iliaca"", NaN, ""Passerella iliaca"", NaN, ""Passerella iliaca"", ""Passerella"", ""Passerella"", ""Passerella iliaca""]"	"[""iliaca"", ""iliaca"", ""iliaca"", ""iliaca""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Passerella"", ""Passerella""]"	Bird	FC	w
"[""CLIFF SWALLOW"", ""American Cliff Swallow"", ""Cliff Swallow"", ""American Cliff Swallow"", ""Cliff swallow"", NaN, NaN, NaN, ""Cliff swallow"", NaN, NaN, ""Cliff Swallow"", ""American Cliff Swallow"", ""American Cliff Swallow"", ""CLIFF SWALLOW""]"		"[""Petrochelidon pyrrhonota"", ""Petrochelidon pyrrhonota"", ""Hirundo pyrrhonota"", NaN, ""Hirundo pyrrhonota"", NaN, ""Petrochelidon pyrrhonota"", ""Petrochelidon"", ""Petrochelidon"", ""Petrochelidon pyrrhonota""]"	"[""pyrrhonota"", ""pyrrhonota"", ""pyrrhonota"", ""pyrrhonota""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Petrochelidon"", ""Petrochelidon""]"	Bird	C	b
"[""Purple martin"", ""Purple Martin"", ""Purple Martin"", ""PURPLE MARTIN"", ""Purple Martin"", NaN, NaN, NaN, ""Purple martin"", NaN, NaN, ""Purple Martin"", ""Purple Martin"", ""Purple Martin"", ""PURPLE MARTIN""]"		"[""Progne subis"", ""Progne subis"", ""Progne subis"", NaN, ""Progne subis"", NaN, ""Progne subis"", ""Progne"", ""Progne"", ""Progne subis""]"	"[""subis"", ""subis"", ""subis"", ""subis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Progne"", ""Progne""]"	Bird	FC	b
"[""WHIP-POOR-WILL"", ""Whip-poor-will"", ""Whip-poor-will"", ""Whip-poor-will"", NaN, NaN, NaN, ""Whip-poor-will"", NaN, NaN, NaN, ""Whip-poor-will"", ""Whip-poor-will"", ""WHIP-POOR-WILL""]"		"[""Caprimulgus vociferus"", ""Caprimulgus vociferus"", NaN, ""Caprimulgus vociferus"", NaN, NaN, ""Caprimulgus"", ""Caprimulgus"", ""Caprimulgus vociferus""]"	"[""vociferus"", ""vociferus"", ""vociferus"", ""vociferus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Caprimulgus"", ""Caprimulgus""]"	Bird		b
"[""Savannah sparrow"", ""Savannah Sparrow"", ""Savannah Sparrow"", ""SAVANNAH SPARROW"", ""SAVANNAH SPARROW"", ""Savannah Sparrow"", NaN, NaN, NaN, ""Savannah sparrow"", NaN, NaN, ""Savannah Sparrow"", ""Savannah Sparrow"", ""Savannah Sparrow"", ""SAVANNAH SPARROW"", ""SAVANNAH SPARROW""]"		"[""Passerculus sandwichensis"", ""Passerculus sandwichensis"", ""Passerculus sandwichensis"", ""Passerculus sandwichensis"", NaN, ""Passerculus sandwichensis"", NaN, ""Passerculus sandwichensis"", ""Passerculus"", ""Passerculus"", ""Passerculus sandwichensis"", ""Passerculus sandwichensis""]"	"[""sandwichensis"", ""sandwichensis"", ""sandwichensis"", ""sandwichensis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Passerculus"", ""Passerculus""]"	Bird	FC	"[""b"", ""w""]"
"[""Barn Swallow"", ""BARN SWALLOW"", ""Barn swallow"", ""Barn Swallow"", ""Barn swallow"", ""Barn Swallow"", ""Barn swallow"", NaN, NaN, ""Barn swallow"", NaN, NaN, ""Barn Swallow"", ""Barn Swallow"", ""Barn Swallow"", ""BARN SWALLOW""]"	QE, MU	"[""Hirundo rustica"", ""Hirundo rustica"", ""Hirundo rustica"", ""H. rustica"", ""Hirundo rustica"", NaN, ""Hirundo rustica"", ""Hirundo"", ""Hirundo"", ""Hirundo rustica""]"	"[""rustica"", ""rustica"", ""rustica"", ""rustica""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Hirundo"", ""Hirundo""]"	Bird	C	b
"[""BROWN-HEADED COWBIRD"", ""BROWN-HEADED COWBIRD"", ""Brown-headed cowbird"", ""Brown-headed Cowbird"", ""Brown-headed Cowbird"", ""Brown-headed Cowbird"", NaN, NaN, NaN, ""Brown-headed cowbird"", NaN, NaN, ""Brown-headed Cowbird"", ""Brown-headed Cowbird"", ""Brown-headed Cowbird"", ""BROWN-HEADED COWBIRD"", ""BROWN-HEADED COWBIRD""]"		"[""Molothrus ater"", ""Molothrus ater"", ""Molothrus ater"", ""Molothrus ater"", NaN, ""Molothrus ater"", NaN, ""Molothrus ater"", ""Molothrus"", ""Molothrus"", ""Molothrus ater"", ""Molothrus ater""]"	"[""ater"", ""ater"", ""ater"", ""ater""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Molothrus"", ""Molothrus""]"	Bird	C	"[""b"", ""w""]"
"[""ORCHARD ORIOLE"", ""Orchard Oriole"", ""Orchard Oriole"", ""Orchard oriole"", NaN, NaN, NaN, ""Orchard oriole"", NaN, NaN, NaN, ""Orchard Oriole"", ""Orchard Oriole"", ""ORCHARD ORIOLE""]"		"[""Icterus spurius"", ""Icterus spurius"", NaN, ""Icterus spurius"", NaN, NaN, ""Icterus"", ""Icterus"", ""Icterus spurius""]"	"[""spurius"", ""spurius"", ""spurius"", ""spurius""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Icterus"", ""Icterus""]"	Bird		b
"[""RED-BREASTED NUTHATCH"", ""RED-BREASTED NUTHATCH"", ""Red-breasted Nuthatch"", ""Red-breasted Nuthatch"", ""Red-breasted nuthatch"", ""Red-breasted Nuthatch"", NaN, NaN, NaN, ""Red-breasted nuthatch"", NaN, NaN, ""Red-breasted Nuthatch"", ""Red-breasted Nuthatch"", ""Red-breasted Nuthatch"", ""RED-BREASTED NUTHATCH"", ""RED-BREASTED NUTHATCH""]"		"[""Sitta canadensis"", ""Sitta canadensis"", ""Sitta canadensis"", ""Sitta canadensis"", NaN, ""Sitta canadensis"", NaN, ""Sitta canadensis"", ""Sitta"", ""Sitta"", ""Sitta canadensis"", ""Sitta canadensis""]"	"[""canadensis"", ""canadensis"", ""canadensis"", ""canadensis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Sitta"", ""Sitta""]"	Bird	FC	"[""b"", ""w""]"
"[""TUFTED TITMOUSE"", ""TUFTED TITMOUSE"", ""Tufted titmouse"", ""Tufted Titmouse"", ""Tufted Titmouse"", NaN, NaN, NaN, ""Tufted titmouse"", NaN, NaN, NaN, ""Tufted Titmouse"", ""Tufted Titmouse"", ""TUFTED TITMOUSE"", ""TUFTED TITMOUSE""]"		"[""Baeolophus bicolor"", ""Baeolophus bicolor"", ""Parus bicolor"", NaN, ""Parus bicolor"", NaN, NaN, ""Baeolophus"", ""Baeolophus"", ""Baeolophus bicolor"", ""Baeolophus bicolor""]"	"[""bicolor"", ""bicolor"", ""bicolor"", ""bicolor""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Baeolophus"", ""Baeolophus""]"	Bird		"[""b"", ""w""]"
"[""CANADA GOOSE"", ""CANADA GOOSE"", ""Canada goose"", ""Canada Goose"", NaN, NaN, NaN, ""Canada goose"", NaN, NaN, ""Canada Goose"", NaN, NaN, ""CANADA GOOSE"", ""CANADA GOOSE""]"		"[""Branta canadensis"", ""Branta canadensis"", ""Branta canadensis"", ""Branta canadensis"", NaN, ""Branta canadensis"", NaN, ""Branta canadensis"", NaN, NaN, ""Branta canadensis"", ""Branta canadensis""]"	[NaN, NaN, NaN]	[NaN, NaN, NaN]		Bird	C	"[""w"", ""b""]"
"[""WHITE-BREASTED NUTHATCH"", ""WHITE-BREASTED NUTHATCH"", ""White-breasted Nuthatch"", ""White-breasted Nuthatch"", ""White-breasted Nuthatch"", ""White-breasted nuthatch"", NaN, NaN, NaN, ""White-breasted nuthatch"", NaN, NaN, ""White-breasted Nuthatch"", ""White-breasted Nuthatch"", ""White-breasted Nuthatch"", ""WHITE-BREASTED NUTHATCH"", ""WHITE-BREASTED NUTHATCH""]"		"[""Sitta carolinensis"", ""Sitta carolinensis"", ""Sitta carolinensis"", ""Sitta carolinensis"", NaN, ""Sitta carolinensis"", NaN, ""Sitta carolinensis"", ""Sitta"", ""Sitta"", ""Sitta carolinensis"", ""Sitta carolinensis""]"	"[""carolinensis"", ""carolinensis"", ""carolinensis"", ""carolinensis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Sitta"", ""Sitta""]"	Bird	U	"[""w"", ""b""]"
"[""Great Egret"", ""Great egret"", ""Great egret"", ""GREAT EGRET"", ""Great egret"", NaN, NaN, ""Great egret"", NaN, NaN, ""Great Egret"", NaN, NaN, ""GREAT EGRET""]"	Kaaku Swamp, QE, MU	"[""Ardea alba"", ""Ardea albus"", ""Ardea alba"", ""Casmerodius albus"", ""Ardea albus"", NaN, ""Ardea alba"", NaN, NaN, ""Ardea alba""]"	[NaN, NaN, NaN]	[NaN, NaN, NaN]		Bird	FC	b
"[""Blue-winged Warbler"", ""Blue-winged warbler"", ""BLUE-WINGED WARBLER"", ""Blue-winged Warbler"", NaN, NaN, NaN, ""Blue-winged warbler"", NaN, NaN, NaN, ""Blue-winged Warbler"", ""Blue-winged Warbler"", ""BLUE-WINGED WARBLER""]"		"[""Vermivora pinus"", ""Vermivora pinus"", NaN, ""Vermivora pinus"", NaN, NaN, ""Vermivora"", ""Vermivora"", ""Vermivora pinus""]"	"[""pinus"", ""pinus"", ""pinus"", ""pinus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Vermivora"", ""Vermivora""]"	Bird		b
"[""Purple Finch"", ""PURPLE FINCH"", ""Purple Finch"", ""Purple finch"", ""Purple Finch"", NaN, NaN, NaN, ""Purple finch"", NaN, NaN, ""Purple Finch"", ""Purple Finch"", ""Purple Finch"", ""PURPLE FINCH""]"		"[""Carpodacus purpureus"", ""Carpodacus purpureus"", ""Carpodacus purpureus"", NaN, ""Carpodacus purpureus"", NaN, ""Carpodacus purpureus"", ""Carpodacus"", ""Carpodacus"", ""Carpodacus purpureus""]"	"[""purpureus"", ""purpureus"", ""purpureus"", ""purpureus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Carpodacus"", ""Carpodacus""]"	Bird	U	w
"[""Golden-winged Warbler"", ""GOLDEN-WINGED WARBLER"", ""Golden-winged Warbler"", ""Golden-winged warbler"", NaN, NaN, NaN, ""Golden-winged warbler"", NaN, NaN, NaN, ""Golden-winged Warbler"", ""Golden-winged Warbler"", ""GOLDEN-WINGED WARBLER""]"		"[""Vermivora chrysoptera"", ""Vermivora chrysoptera"", NaN, ""Vermivora chrysoptera"", NaN, NaN, ""Vermivora"", ""Vermivora"", ""Vermivora chrysoptera""]"	"[""chrysoptera"", ""chrysoptera"", ""chrysoptera"", ""chrysoptera""]"	"[""NT"", ""NT"", ""NT"", ""NT""]"	"[""Vermivora"", ""Vermivora""]"	Bird		b
"[""Evening Grosbeak"", ""EVENING GROSBEAK"", ""Evening grosbeak"", ""Evening Grosbeak"", NaN, NaN, NaN, ""Evening grosbeak"", NaN, NaN, NaN, ""Evening Grosbeak"", ""Evening Grosbeak"", ""EVENING GROSBEAK""]"		"[""Coccothraustes vespertinus"", ""Coccothraustes vespertinus"", NaN, ""Coccothraustes vespertinus"", NaN, NaN, ""Hesperiphona"", ""Hesperiphona"", ""Coccothraustes vespertinus""]"	"[""vespertina"", ""vespertina"", ""vespertina"", ""vespertina""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Hesperiphona"", ""Hesperiphona""]"	Bird		w
"[""SHORT-EARED OWL"", ""SHORT-EARED OWL"", ""Short-Eared Owl"", ""Short-Eared Owl"", NaN, NaN, NaN, NaN, NaN, NaN, NaN, ""Short-Eared Owl"", ""Short-Eared Owl"", ""SHORT-EARED OWL"", ""SHORT-EARED OWL""]"		"[""Asio flammeus"", ""Asio flammeus"", NaN, NaN, NaN, NaN, ""Asio"", ""Asio"", ""Asio flammeus"", ""Asio flammeus""]"	"[""flammeus"", ""flammeus"", ""flammeus"", ""flammeus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Asio"", ""Asio""]"			"[""w"", ""b""]"
"[""GREAT BLUE HERON"", ""GREAT BLUE HERON"", ""Great Blue Heron"", ""Great blue heron"", NaN, NaN, NaN, ""Great blue heron"", NaN, NaN, ""Great Blue Heron"", NaN, NaN, ""GREAT BLUE HERON"", ""GREAT BLUE HERON""]"		"[""Ardea herodias"", ""Ardea herodias"", ""Ardea herodias"", ""Ardea herodias"", NaN, ""Ardea herodias"", NaN, ""Ardea herodias"", NaN, NaN, ""Ardea herodias"", ""Ardea herodias""]"	[NaN, NaN, NaN]	[NaN, NaN, NaN]		Bird	C	"[""w"", ""b""]"
"[""Yellow-rumped Warbler"", ""Yellow-rumped Warbler"", ""Yellow-rumped warbler"", ""YELLOW-RUMPED WARBLER"", ""Yellow-rumped Warbler"", NaN, NaN, NaN, ""Yellow-rumped warbler"", NaN, NaN, ""Yellow-rumped Warbler"", ""Yellow-rumped Warbler"", ""Yellow-rumped Warbler"", ""YELLOW-RUMPED WARBLER""]"		"[""Dendroica coronata"", ""Dendroica coronata"", ""Dendroica coronata"", NaN, ""Dendroica coronata"", NaN, ""Dendroica coronata"", ""Dendroica"", ""Dendroica"", ""Dendroica coronata""]"	"[""coronata"", ""coronata"", ""coronata"", ""coronata""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Dendroica"", ""Dendroica""]"	Bird	C	w
"[""Yellow Warbler"", ""YELLOW WARBLER"", ""American Yellow Warbler"", ""Yellow warbler"", NaN, NaN, NaN, ""Yellow warbler"", NaN, NaN, ""Yellow Warbler"", ""American Yellow Warbler"", NaN, ""YELLOW WARBLER""]"		"[""Dendroica petechia"", ""Dendroica petechia"", ""Dendroica petechia"", NaN, ""Dendroica petechia"", NaN, ""Dendroica petechia"", ""Dendroica"", NaN, ""Dendroica petechia""]"	"[""petechia"", ""petechia"", NaN]"	"[""LC"", ""LC"", NaN]"	Dendroica	Bird	U	b
"[""Black-crowned night heron"", ""Black-crowned night-heron"", ""Black-crowned Night-Heron"", ""BLACK-CROWNED NIGHT-HERON"", ""Black-crowned night-heron"", NaN, NaN, ""Black-crowned night heron"", NaN, NaN, ""Black-crowned Night-Heron"", NaN, NaN, ""BLACK-CROWNED NIGHT-HERON""]"	MU	"[""Nycticorax nycticorax"", ""Nycticorax nycticorax"", ""Nycticorax nycticorax"", ""Nycticorax nycticorax"", ""Nycticorax nycticorax"", NaN, ""Nycticorax nycticorax"", NaN, NaN, ""Nycticorax nycticorax""]"	[NaN, NaN, NaN]	[NaN, NaN, NaN]		Bird	U	b
"[""Northern Parula"", ""Northern parula"", ""NORTHERN PARULA"", ""Northern Parula"", NaN, NaN, NaN, ""Northern parula"", NaN, NaN, NaN, ""Northern Parula"", ""Northern Parula"", ""NORTHERN PARULA""]"		"[""Parula americana"", ""Parula americana"", NaN, ""Parula americana"", NaN, NaN, ""Parula"", ""Parula"", ""Parula americana""]"	"[""americana"", ""americana"", ""americana"", ""americana""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Parula"", ""Parula""]"	Bird		b
"[""Orange-crowned Warbler"", ""Orange-crowned Warbler"", ""Orange-crowned Warbler"", ""Orange-crowned warbler"", NaN, NaN, NaN, ""Orange-crowned warbler"", NaN, NaN, ""Orange-crowned Warbler"", ""Orange-crowned Warbler"", ""Orange-crowned Warbler"", NaN]"		"[""Vermivora celata"", ""Vermicora celata"", NaN, ""Vermicora celata"", NaN, ""Vermivora celata"", ""Vermivora"", ""Vermivora"", NaN]"	"[""celata"", ""celata"", ""celata"", ""celata""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Vermivora"", ""Vermivora""]"	Bird	C	
"[""Nashville Warbler"", ""Nashville Warbler"", ""Nashville Warbler"", ""Nashville warbler"", NaN, NaN, NaN, ""Nashville warbler"", NaN, NaN, ""Nashville Warbler"", ""Nashville Warbler"", ""Nashville Warbler"", NaN]"		"[""Vermivora ruficapilla"", ""Vermivora ruficapilla"", NaN, ""Vermivora ruficapilla"", NaN, ""Vermivora ruficapilla"", ""Vermivora"", ""Vermivora"", NaN]"	"[""ruficapilla"", ""ruficapilla"", ""ruficapilla"", ""ruficapilla""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Vermivora"", ""Vermivora""]"	Bird	U	
"[""Least Flycatcher"", ""Least flycatcher"", ""Least Flycatcher"", ""LEAST FLYCATCHER"", NaN, NaN, NaN, ""Least flycatcher"", NaN, NaN, NaN, ""Least Flycatcher"", ""Least Flycatcher"", ""LEAST FLYCATCHER""]"		"[""Empidonax minimus"", ""Empidonax minimus"", NaN, ""Empidonax minimus"", NaN, NaN, ""Empidonax"", ""Empidonax"", ""Empidonax minimus""]"	"[""minimus"", ""minimus"", ""minimus"", ""minimus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Empidonax"", ""Empidonax""]"	Bird		b
"[""Willow Flycatcher"", ""Willow Flycatcher"", ""Willow Flycatcher"", ""WILLOW FLYCATCHER"", ""Willow flycatcher"", NaN, NaN, NaN, ""Willow flycatcher"", NaN, NaN, ""Willow Flycatcher"", ""Willow Flycatcher"", ""Willow Flycatcher"", ""WILLOW FLYCATCHER""]"		"[""Empidonax traillii"", ""Empidonax traillii"", ""Empidonax traillii"", NaN, ""Empidonax traillii"", NaN, ""Empidonax traillii"", ""Empidonax"", ""Empidonax"", ""Empidonax traillii""]"	"[""traillii"", ""traillii"", ""traillii"", ""traillii""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Empidonax"", ""Empidonax""]"	Bird	R	b
"[""Acadian Flycatcher"", ""Acadian flycatcher"", ""ACADIAN FLYCATCHER"", ""Acadian Flycatcher"", NaN, NaN, NaN, ""Acadian flycatcher"", NaN, NaN, NaN, ""Acadian Flycatcher"", ""Acadian Flycatcher"", ""ACADIAN FLYCATCHER""]"		"[""Empidonax virescens"", ""Empidonax virescens"", NaN, ""Empidonax virescens"", NaN, NaN, ""Empidonax"", ""Empidonax"", ""Empidonax virescens""]"	"[""virescens"", ""virescens"", ""virescens"", ""virescens""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Empidonax"", ""Empidonax""]"	Bird		b
"[""Eastern Kingbird"", ""Eastern Kingbird"", ""EASTERN KINGBIRD"", ""Eastern kingbird"", NaN, NaN, NaN, ""Eastern kingbird"", NaN, NaN, NaN, ""Eastern Kingbird"", ""Eastern Kingbird"", ""EASTERN KINGBIRD""]"		"[""Tyrannus tyrannus"", ""Tyrannus tyrannus"", NaN, ""Tyrannus tyrannus"", NaN, NaN, ""Tyrannus"", ""Tyrannus"", ""Tyrannus tyrannus""]"	"[""tyrannus"", ""tyrannus"", ""tyrannus"", ""tyrannus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Tyrannus"", ""Tyrannus""]"	Bird		b
"[""Scissor-tailed Flycatcher"", ""Scissor-tailed Flycatcher"", ""Scissor-tailed Flycatcher"", ""Scissor-tailed flycatcher"", NaN, NaN, NaN, ""Scissor-tailed flycatcher"", NaN, NaN, ""Scissor-tailed Flycatcher"", ""Scissor-tailed Flycatcher"", ""Scissor-tailed Flycatcher"", NaN]"		"[""Tyrannus forficatus"", ""Tyrannus forficatus"", NaN, ""Tyrannus forficatus"", NaN, ""Tyrannus forficatus"", ""Tyrannus"", ""Tyrannus"", NaN]"	"[""forficatus"", ""forficatus"", ""forficatus"", ""forficatus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Tyrannus"", ""Tyrannus""]"	Bird	X	
"[""Tree swallow"", ""Tree Swallow"", ""Tree Swallow"", ""Tree Swallow"", ""TREE SWALLOW"", NaN, NaN, NaN, ""Tree swallow"", NaN, NaN, ""Tree Swallow"", ""Tree Swallow"", ""Tree Swallow"", ""TREE SWALLOW""]"		"[""Tachycineta bicolor"", ""Tachycineta bicolor"", ""Tachycineta bicolor"", NaN, ""Tachycineta bicolor"", NaN, ""Tachycineta bicolor"", ""Tachycineta"", ""Tachycineta"", ""Tachycineta bicolor""]"	"[""bicolor"", ""bicolor"", ""bicolor"", ""bicolor""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Tachycineta"", ""Tachycineta""]"	Bird	FC	b
